,Time,Area
1120,1120,131
1121,1121,125
1122,1122,125
1123,1123,133
1124,1124,120
1125,1125,123
1126,1126,124
1127,1127,136
1128,1128,134
1129,1129,127
1130,1130,124
1131,1131,122
1132,1132,135
1133,1133,127
1134,1134,134
1135,1135,126
1136,1136,131
1137,1137,121
1138,1138,127
1139,1139,120
1140,1140,132
1141,1141,117
1142,1142,119
1143,1143,116
1144,1144,115
1145,1145,119
1146,1146,126
1147,1147,123
1148,1148,125
1149,1149,126
1150,1150,118
1151,1151,119
1152,1152,112
1153,1153,113
1154,1154,118
1155,1155,105
1156,1156,118
1157,1157,117
1158,1158,119
1159,1159,123
1160,1160,118
1161,1161,116
1162,1162,114
1163,1163,112
1164,1164,112
1165,1165,108
1166,1166,110
1167,1167,111
1168,1168,111
1169,1169,160
1170,1170,145
1171,1171,109
1172,1172,111
1173,1173,111
1174,1174,113
1175,1175,108
1176,1176,107
1177,1177,109
1178,1178,111
1179,1179,114
1180,1180,147
1181,1181,136
1182,1182,125
1183,1183,130
1184,1184,117
1185,1185,118
1186,1186,144
1187,1187,144
1188,1188,140
1189,1189,141
1190,1190,142
1191,1191,144
1192,1192,142
1193,1193,144
1194,1194,143
1195,1195,145
1196,1196,148
1197,1197,155
1198,1198,142
1199,1199,135
1200,1200,145
1201,1201,143
1202,1202,144
1203,1203,143
1204,1204,145
1205,1205,144
1206,1206,135
1207,1207,139
1208,1208,115
1209,1209,123
1210,1210,138
1211,1211,137
1212,1212,134
1213,1213,134
1214,1214,132
1215,1215,125
1216,1216,119
1217,1217,116
1218,1218,122
1219,1219,117
1220,1220,117
1221,1221,114
1222,1222,107
1223,1223,114
1224,1224,111
1225,1225,111
1226,1226,112
1227,1227,110
1228,1228,109
1229,1229,110
1230,1230,115
1231,1231,111
1232,1232,107
1233,1233,117
1234,1234,115
1235,1235,111
1236,1236,187
1237,1237,114
1238,1238,118
1239,1239,112
1240,1240,125
1241,1241,147
1242,1242,128
1243,1243,109
